filename,split,channel,min,max,mean,std,rms
1.edf,test,EEG TPP9h,-0.001073,0.000222,-4.5e-05,1.7e-05,4.9e-05
1.edf,test,EEG TPP10h,-0.000697,0.000321,0.000108,1.5e-05,0.00011
1.edf,test,EEG PO9,-0.000509,0.000442,0.000116,1.7e-05,0.000118
1.edf,test,EEG PO10,-0.000365,0.000348,-5.8e-05,1.5e-05,6e-05
1.edf,test,EEG P9,-0.000496,0.000483,9e-05,1.7e-05,9.2e-05
1.edf,test,EEG P10,-0.000722,0.000436,9.8e-05,1.7e-05,9.9e-05
1.edf,test,EEG AFF1,-2.3e-05,0.000242,0.000108,1.6e-05,0.000109
1.edf,test,EEG AFz,-0.000212,0.000119,-5.4e-05,2e-05,5.7e-05
1.edf,test,EEG AFF2,-0.000102,0.000225,7.8e-05,1.5e-05,8e-05
1.edf,test,EEG FFC5h,-0.001209,0.000716,-5.4e-05,2.1e-05,5.8e-05
1.edf,test,EEG FFC3h,-0.000189,0.00017,-5.2e-05,1e-05,5.3e-05
1.edf,test,EEG FFC4h,-3.6e-05,0.000363,9.8e-05,9e-06,9.9e-05
1.edf,test,EEG FFC6h,-0.000337,0.000403,-5.6e-05,1.1e-05,5.7e-05
1.edf,test,EEG FCC5h,-0.000336,0.0007,9.8e-05,1.4e-05,9.9e-05
1.edf,test,EEG FCC3h,-0.0,0.000355,0.000185,1.1e-05,0.000185
1.edf,test,EEG FCC4h,-0.0,0.000287,0.000173,7e-06,0.000173
1.edf,test,EEG FCC6h,-9e-05,0.000319,7.5e-05,9e-06,7.5e-05
1.edf,test,EEG CCP5h,-0.000149,0.000587,0.000175,1.2e-05,0.000175
1.edf,test,EEG CCP3h,-0.0,0.000324,0.000163,9e-06,0.000163
1.edf,test,EEG CCP4h,-0.0,0.000251,0.000184,8e-06,0.000184
1.edf,test,EEG CCP6h,-0.0,0.000383,0.000207,1.1e-05,0.000207
1.edf,test,EEG CPP5h,-0.0,0.000376,0.000188,1.1e-05,0.000189
1.edf,test,EEG CPP3h,-0.0,0.000277,0.000175,1e-05,0.000176
1.edf,test,EEG CPP4h,-0.0,0.00025,0.000176,1.2e-05,0.000176
1.edf,test,EEG CPP6h,-0.0,0.000307,0.000152,1.2e-05,0.000152
1.edf,test,EEG PPO1,-0.0,0.000223,0.000167,1.4e-05,0.000167
1.edf,test,EEG PPO2,-0.0,0.000255,0.000181,1.1e-05,0.000181
1.edf,test,EEG I1,-0.000226,0.000576,0.000198,1.9e-05,0.000199
1.edf,test,EEG Iz,-8.1e-05,0.000509,0.00018,1.7e-05,0.000181
1.edf,test,EEG I2,-0.000377,0.001019,0.000165,1.6e-05,0.000166
1.edf,test,EEG AFp3h,-0.000431,0.000105,-0.000125,2.6e-05,0.000128
1.edf,test,EEG AFp4h,-0.000422,9.3e-05,-0.000135,2.8e-05,0.000138
1.edf,test,EEG AFF5h,-0.000692,0.000325,-0.000113,2.4e-05,0.000115
1.edf,test,EEG AFF6h,-0.000505,0.000141,-0.000108,2.1e-05,0.00011
1.edf,test,EEG FFT7h,-0.000802,0.000318,-0.000123,1.8e-05,0.000124
1.edf,test,EEG FFC1h,-0.000176,-0.0,-0.000128,1e-05,0.000129
1.edf,test,EEG FFC2h,-9.8e-05,2.5e-05,-5.3e-05,9e-06,5.4e-05
1.edf,test,EEG FFT8h,-0.000436,0.0001,-0.000125,1.4e-05,0.000126
1.edf,test,EEG FTT9h,-0.000558,0.000312,-0.00012,1.5e-05,0.000121
1.edf,test,EEG FTT7h,-0.000849,0.000151,-0.000114,1.6e-05,0.000115
1.edf,test,EEG FCC1h,-0.000144,-0.0,-0.000112,5e-06,0.000112
1.edf,test,EEG FCC2h,-0.000161,-0.0,-0.00013,5e-06,0.00013
1.edf,test,EEG FTT8h,-0.000384,1.8e-05,-0.000121,1.4e-05,0.000121
1.edf,test,EEG FTT10h,-0.000331,5e-05,-0.000126,1.6e-05,0.000127
1.edf,test,EEG TTP7h,-0.000658,0.000204,-0.000114,1.4e-05,0.000115
1.edf,test,EEG CCP1h,-0.000117,-0.0,-8.8e-05,4e-06,8.8e-05
1.edf,test,EEG CCP2h,-0.0,0.000243,0.000219,9e-06,0.000219
1.edf,test,EEG TTP8h,-0.0,0.000247,0.00022,1e-05,0.00022
1.edf,test,EEG TPP7h,-0.000367,0.000374,-2.9e-05,1.2e-05,3.1e-05
1.edf,test,EEG CPP1h,-0.0,0.000226,0.000182,1.2e-05,0.000182
1.edf,test,EEG CPP2h,-0.0,0.000236,0.000192,1.2e-05,0.000192
1.edf,test,EEG TPP8h,-3e-05,0.000611,0.00019,1.4e-05,0.00019
1.edf,test,EEG PPO9h,-0.000691,0.000463,0.000207,1.8e-05,0.000208
1.edf,test,EEG PPO5h,-0.0,0.000356,0.000211,1.2e-05,0.000212
1.edf,test,EEG PPO6h,-0.0,0.000315,0.000197,1.2e-05,0.000197
1.edf,test,EEG PPO10h,-9e-06,0.000445,0.000205,1.7e-05,0.000205
1.edf,test,EEG POO9h,-0.0,0.000395,0.000185,1.6e-05,0.000186
1.edf,test,EEG POO3h,-0.0,0.000305,0.000189,1.7e-05,0.00019
1.edf,test,EEG POO4h,-0.0,0.000374,0.000202,1.5e-05,0.000202
1.edf,test,EEG POO10h,-0.0001,0.000661,0.000186,1.6e-05,0.000187
1.edf,test,EEG OI1h,-0.0,0.000416,0.000189,1.6e-05,0.00019
1.edf,test,EEG OI2h,-2.9e-05,0.000552,0.000192,1.6e-05,0.000193
2.edf,test,EEG Fp1,-9.6e-05,0.000198,-8e-06,2.2e-05,2.3e-05
2.edf,test,EEG Fp2,-0.000103,0.000162,-2.7e-05,2e-05,3.4e-05
2.edf,test,EEG Fpz,-9.7e-05,0.000197,-7e-06,2.2e-05,2.3e-05
2.edf,test,EEG F7,-0.000766,0.000244,-1.8e-05,1.3e-05,2.3e-05
2.edf,test,EEG F3,-7.4e-05,0.000222,1.6e-05,8e-06,1.8e-05
2.edf,test,EEG Fz,-0.0,0.000123,6.9e-05,7e-06,6.9e-05
2.edf,test,EEG F4,-5.5e-05,4.8e-05,-1.5e-05,8e-06,1.7e-05
2.edf,test,EEG F8,-0.000174,7e-05,-2.4e-05,9e-06,2.5e-05
2.edf,test,EEG FC5,-0.000329,0.000154,-6e-06,8e-06,1e-05
2.edf,test,EEG FC1,-9.6e-05,5.8e-05,-2.6e-05,5e-06,2.7e-05
2.edf,test,EEG FC2,-0.0,0.000103,5.8e-05,4e-06,5.8e-05
2.edf,test,EEG FC6,-0.000101,3.2e-05,-2.8e-05,7e-06,2.9e-05
2.edf,test,EEG M1,-0.000137,0.000118,-2.3e-05,1.7e-05,2.9e-05
2.edf,test,EEG T7,-0.000238,0.000107,-7e-06,1e-05,1.2e-05
2.edf,test,EEG C3,-0.000109,8.4e-05,-2.5e-05,5e-06,2.5e-05
2.edf,test,EEG Cz,-0.0,3.3e-05,3e-05,1e-06,3e-05
2.edf,test,EEG C4,-0.0,0.000194,0.000166,6e-06,0.000166
2.edf,test,EEG T8,-0.0,0.00023,0.000176,1e-05,0.000177
2.edf,test,EEG M2,-0.000115,8.3e-05,1e-06,1.2e-05,1.2e-05
2.edf,test,EEG CP5,-0.0,0.000223,0.000165,8e-06,0.000165
2.edf,test,EEG CP1,-0.0,0.000213,0.000187,6e-06,0.000188
2.edf,test,EEG CP2,-0.0,0.000224,0.00019,6e-06,0.00019
2.edf,test,EEG CP6,-0.0,0.000213,0.000152,8e-06,0.000152
2.edf,test,EEG P7,-0.0,0.000244,0.000176,1.2e-05,0.000176
2.edf,test,EEG P3,-0.0,0.000219,0.000179,9e-06,0.000179
2.edf,test,EEG Pz,-0.0,0.0002,0.000167,7e-06,0.000168
2.edf,test,EEG P4,-0.0,0.000199,0.000152,8e-06,0.000152
2.edf,test,EEG P8,-0.0,0.000319,0.000171,1.3e-05,0.000172
2.edf,test,EEG POz,-0.0,0.000211,0.000147,1.1e-05,0.000147
2.edf,test,EEG O1,-0.0,0.000256,0.000195,1.2e-05,0.000196
2.edf,test,EEG Oz,-0.0,0.000233,0.000172,1.1e-05,0.000172
2.edf,test,EEG O2,-0.0,0.000241,0.000176,1.2e-05,0.000176
2.edf,test,EOG EOGh,-0.001267,0.001266,0.000197,8.3e-05,0.000214
2.edf,test,EOG EOGv,-0.000335,0.00048,-0.000117,5.9e-05,0.000131
2.edf,test,EMG EMG_RH,-0.000505,0.000508,0.000183,1.4e-05,0.000183
2.edf,test,EMG EMG_LH,-0.0019,0.000552,-0.000128,1.7e-05,0.000129
2.edf,test,EMG EMG_RF,-0.000528,0.000119,-0.000121,4e-05,0.000127
2.edf,test,EEG AF7,-0.00012,0.000171,6e-06,1.9e-05,2e-05
2.edf,test,EEG AF3,-3.3e-05,0.000115,1.3e-05,1.2e-05,1.8e-05
2.edf,test,EEG AF4,-4.4e-05,0.000101,3e-06,1.2e-05,1.2e-05
2.edf,test,EEG AF8,-0.0,0.000259,0.000113,1.6e-05,0.000114
2.edf,test,EEG F5,-0.000266,0.000428,-5.1e-05,1.3e-05,5.3e-05
2.edf,test,EEG F1,-7.3e-05,5.9e-05,-3.4e-05,7e-06,3.4e-05
2.edf,test,EEG F2,-0.0,0.000146,9.3e-05,8e-06,9.3e-05
2.edf,test,EEG F6,-0.000135,0.000128,-3.7e-05,9e-06,3.8e-05
2.edf,test,EEG FC3,-0.000157,0.000178,-3.3e-05,6e-06,3.3e-05
2.edf,test,EEG FCz,-4e-05,1e-05,-1.7e-05,5e-06,1.8e-05
2.edf,test,EEG FC4,-1.6e-05,7.9e-05,2.2e-05,5e-06,2.3e-05
2.edf,test,EEG C5,-0.000251,-0.0,-6e-05,7e-06,6e-05
2.edf,test,EEG C1,-6.8e-05,0.000119,-4.1e-05,7e-06,4.2e-05
2.edf,test,EEG C2,-5.5e-05,-0.0,-4e-05,3e-06,4e-05
2.edf,test,EEG C6,-9.8e-05,-0.0,-4.4e-05,7e-06,4.5e-05
2.edf,test,EEG CP3,-7.2e-05,1.6e-05,-2.7e-05,6e-06,2.8e-05
2.edf,test,EEG CPz,-0.0,0.000242,0.000223,6e-06,0.000223
2.edf,test,EEG CP4,-0.0,0.000216,0.000202,5e-06,0.000202
2.edf,test,EEG P5,-5.5e-05,7.6e-05,1.9e-05,9e-06,2.2e-05
2.edf,test,EEG P1,-0.0,0.000265,0.000223,9e-06,0.000223
2.edf,test,EEG P2,-0.0,0.000381,0.000235,1e-05,0.000236
2.edf,test,EEG P6,-0.0,0.000267,0.000189,1.1e-05,0.00019
2.edf,test,EEG PO5,-0.0,0.000292,0.000229,1.2e-05,0.00023
2.edf,test,EEG PO3,-0.0,0.00029,0.000238,1.1e-05,0.000238
2.edf,test,EEG PO4,-0.0,0.000249,0.000201,1e-05,0.000201
2.edf,test,EEG PO6,-0.0,0.00027,0.000207,1.1e-05,0.000207
2.edf,test,EEG FT7,-8e-06,0.000349,0.000228,1e-05,0.000228
2.edf,test,EEG FT8,-0.0,0.000251,0.000206,9e-06,0.000207
2.edf,test,EEG TP7,-0.0,0.000306,0.000242,1.1e-05,0.000243
2.edf,test,EEG TP8,-0.0,0.000336,0.00024,1.1e-05,0.000241
2.edf,test,EEG PO7,-0.0,0.000304,0.000226,1.4e-05,0.000227
2.edf,test,EEG PO8,-0.0,0.000284,0.000216,1.4e-05,0.000216
2.edf,test,EEG FT9,-4.6e-05,0.000236,0.000115,1.2e-05,0.000116
2.edf,test,EEG FT10,-0.0,0.000264,0.000122,1.6e-05,0.000123
2.edf,test,EEG TPP9h,-0.000207,5.7e-05,-2.9e-05,1.2e-05,3.1e-05
2.edf,test,EEG TPP10h,-0.0,0.000177,0.000119,1.2e-05,0.00012
2.edf,test,EEG PO9,-0.0,0.000211,0.000133,1.4e-05,0.000134
2.edf,test,EEG PO10,-0.000169,4e-06,-6.8e-05,1.3e-05,6.9e-05
2.edf,test,EEG P9,-0.0,0.000184,0.000116,1.2e-05,0.000117
2.edf,test,EEG P10,-0.0,0.00017,0.000112,1.2e-05,0.000113
2.edf,test,EEG AFF1,-0.0,0.000192,0.000118,9e-06,0.000119
2.edf,test,EEG AFz,-9.3e-05,6.4e-05,-3.9e-05,1.2e-05,4.1e-05
2.edf,test,EEG AFF2,-0.0,0.000155,8.5e-05,9e-06,8.6e-05
2.edf,test,EEG FFC5h,-0.000287,0.000395,-4.6e-05,8e-06,4.7e-05
2.edf,test,EEG FFC3h,-0.000106,0.000119,-4.1e-05,6e-06,4.2e-05
2.edf,test,EEG FFC4h,-0.0,0.000132,8.3e-05,6e-06,8.3e-05
2.edf,test,EEG FFC6h,-0.000152,0.0001,-5.2e-05,7e-06,5.2e-05
2.edf,test,EEG FCC5h,-0.000155,0.000319,0.000101,6e-06,0.000101
2.edf,test,EEG FCC3h,-0.0,0.000303,0.000199,6e-06,0.000199
2.edf,test,EEG FCC4h,-0.0,0.000193,0.000163,5e-06,0.000163
2.edf,test,EEG FCC6h,-0.0,0.00013,8.6e-05,6e-06,8.6e-05
2.edf,test,EEG CCP5h,-0.0,0.00027,0.000183,7e-06,0.000183
2.edf,test,EEG CCP3h,-0.0,0.000217,0.000172,6e-06,0.000172
2.edf,test,EEG CCP4h,-0.0,0.000214,0.000189,5e-06,0.000189
2.edf,test,EEG CCP6h,-0.0,0.000263,0.00022,7e-06,0.00022
2.edf,test,EEG CPP5h,-0.0,0.000239,0.000195,9e-06,0.000195
2.edf,test,EEG CPP3h,-0.0,0.000215,0.000184,7e-06,0.000184
2.edf,test,EEG CPP4h,-0.0,0.00026,0.000201,7e-06,0.000201
2.edf,test,EEG CPP6h,-0.0,0.000211,0.000162,9e-06,0.000162
2.edf,test,EEG PPO1,-0.0,0.000215,0.000173,9e-06,0.000173
2.edf,test,EEG PPO2,-0.0,0.000231,0.000192,8e-06,0.000192
2.edf,test,EEG I1,-0.0,0.000299,0.000217,1.2e-05,0.000217
2.edf,test,EEG Iz,-0.0,0.000271,0.000198,1.1e-05,0.000198
2.edf,test,EEG I2,-0.0,0.000241,0.000164,1.1e-05,0.000164
2.edf,test,EEG AFp3h,-0.000185,1.6e-05,-0.000126,1.6e-05,0.000127
2.edf,test,EEG AFp4h,-0.000208,-0.0,-0.000149,1.6e-05,0.00015
2.edf,test,EEG AFF5h,-0.000205,9.9e-05,-0.000107,1.2e-05,0.000108
2.edf,test,EEG AFF6h,-0.000146,-0.0,-9.8e-05,1.1e-05,9.8e-05
2.edf,test,EEG FFT7h,-0.000653,0.00013,-0.000115,9e-06,0.000115
2.edf,test,EEG FFC1h,-0.00015,-0.0,-0.000116,6e-06,0.000116
2.edf,test,EEG FFC2h,-8.1e-05,5e-06,-4.9e-05,6e-06,4.9e-05
2.edf,test,EEG FFT8h,-0.000268,-0.0,-0.000126,8e-06,0.000126
2.edf,test,EEG FTT9h,-0.000269,-0.0,-0.00011,1e-05,0.00011
2.edf,test,EEG FTT7h,-0.000556,3.2e-05,-0.000123,9e-06,0.000123
2.edf,test,EEG FCC1h,-0.000124,-0.0,-0.00011,4e-06,0.00011
2.edf,test,EEG FCC2h,-0.000145,-0.0,-0.000131,4e-06,0.000131
2.edf,test,EEG FTT8h,-0.000197,-0.0,-0.00011,8e-06,0.00011
2.edf,test,EEG FTT10h,-0.000258,-0.0,-0.000129,1e-05,0.000129
2.edf,test,EEG TTP7h,-0.000208,-0.0,-0.000105,9e-06,0.000105
2.edf,test,EEG CCP1h,-0.000103,-0.0,-8.8e-05,3e-06,8.8e-05
2.edf,test,EEG CCP2h,-0.0,0.000251,0.000237,5e-06,0.000237
2.edf,test,EEG TTP8h,-0.0,0.000304,0.00024,9e-06,0.00024
2.edf,test,EEG TPP7h,-0.000102,9.1e-05,-1.6e-05,9e-06,1.8e-05
2.edf,test,EEG CPP1h,-0.0,0.000247,0.000205,8e-06,0.000205
2.edf,test,EEG CPP2h,-0.0,0.000322,0.000217,9e-06,0.000217
2.edf,test,EEG TPP8h,-0.0,0.000314,0.000206,1.1e-05,0.000206
2.edf,test,EEG PPO9h,-0.0,0.000301,0.000228,1.5e-05,0.000228
2.edf,test,EEG PPO5h,-0.0,0.000269,0.00022,1e-05,0.00022
2.edf,test,EEG PPO6h,-0.0,0.000265,0.000202,1.1e-05,0.000202
2.edf,test,EEG PPO10h,-0.0,0.000291,0.000224,1.3e-05,0.000224
2.edf,test,EEG POO9h,-0.0,0.000251,0.000192,1.2e-05,0.000193
2.edf,test,EEG POO3h,-0.0,0.000269,0.00021,1.2e-05,0.00021
2.edf,test,EEG POO4h,-0.0,0.00028,0.000221,1.2e-05,0.000221
2.edf,test,EEG POO10h,-0.0,0.000283,0.000204,1.2e-05,0.000204
2.edf,test,EEG OI1h,-0.0,0.000264,0.000205,1.2e-05,0.000205
2.edf,test,EEG OI2h,-0.0,0.000269,0.000207,1.1e-05,0.000207
3.edf,test,EEG Fp1,-0.000144,0.000301,-1.5e-05,3.3e-05,3.6e-05
3.edf,test,EEG Fp2,-0.000153,0.000248,-3.7e-05,3e-05,4.7e-05
3.edf,test,EEG Fpz,-0.000126,0.000302,-1.4e-05,3.1e-05,3.4e-05
3.edf,test,EEG F7,-9.7e-05,0.000115,-2.2e-05,1.5e-05,2.6e-05
3.edf,test,EEG F3,-4.2e-05,0.000121,1e-05,1.3e-05,1.6e-05
3.edf,test,EEG Fz,1.2e-05,0.000156,5.7e-05,1.1e-05,5.8e-05
3.edf,test,EEG F4,-6.7e-05,8.7e-05,-2.2e-05,1.1e-05,2.4e-05
3.edf,test,EEG F8,-9.4e-05,9.6e-05,-2.9e-05,1.2e-05,3.1e-05
3.edf,test,EEG FC5,-7.8e-05,4.6e-05,-1e-05,9e-06,1.3e-05
3.edf,test,EEG FC1,-5.3e-05,1.3e-05,-3e-05,6e-06,3e-05
3.edf,test,EEG FC2,2.9e-05,9.8e-05,5.1e-05,5e-06,5.1e-05
3.edf,test,EEG FC6,-7.1e-05,3.2e-05,-3.3e-05,8e-06,3.4e-05
3.edf,test,EEG M1,-0.000152,5.7e-05,-2.4e-05,1.6e-05,2.9e-05
3.edf,test,EEG T7,-0.000127,8.3e-05,-1.4e-05,1.7e-05,2.2e-05
3.edf,test,EEG C3,-6.4e-05,3e-06,-3e-05,6e-06,3.1e-05
3.edf,test,EEG Cz,2e-05,2.7e-05,2.3e-05,1e-06,2.3e-05
3.edf,test,EEG C4,0.000129,0.00018,0.000155,5e-06,0.000155
3.edf,test,EEG T8,9.4e-05,0.000227,0.000172,1.2e-05,0.000172
3.edf,test,EEG M2,-0.000166,0.000145,-3e-06,1.6e-05,1.6e-05
3.edf,test,EEG CP5,9.7e-05,0.000197,0.000153,1e-05,0.000153
3.edf,test,EEG CP1,0.000141,0.000199,0.000174,6e-06,0.000174
3.edf,test,EEG CP2,0.000152,0.000208,0.000186,6e-06,0.000186
3.edf,test,EEG CP6,0.000101,0.000187,0.000146,8e-06,0.000146
3.edf,test,EEG P7,6.3e-05,0.000275,0.000164,1.4e-05,0.000164
3.edf,test,EEG P3,0.00011,0.00021,0.000168,1e-05,0.000168
3.edf,test,EEG Pz,0.000111,0.000188,0.000157,8e-06,0.000157
3.edf,test,EEG P4,8.9e-05,0.00018,0.000142,9e-06,0.000142
3.edf,test,EEG P8,7.7e-05,0.000241,0.000159,1.2e-05,0.000159
3.edf,test,EEG POz,8.2e-05,0.000186,0.000142,1e-05,0.000142
3.edf,test,EEG O1,0.000102,0.000242,0.000184,1.3e-05,0.000185
3.edf,test,EEG Oz,8.5e-05,0.000219,0.000161,1.2e-05,0.000162
3.edf,test,EEG O2,8.6e-05,0.000214,0.000162,1.2e-05,0.000162
3.edf,test,EOG EOGh,-0.001906,0.006,0.000177,0.00057,0.000597
3.edf,test,EOG EOGv,-0.000247,0.000215,-0.000121,1.7e-05,0.000122
3.edf,test,EMG EMG_RH,-0.000372,0.000764,0.000179,2.6e-05,0.000181
3.edf,test,EMG EMG_LH,-0.000265,7.2e-05,-0.000132,1.2e-05,0.000133
3.edf,test,EMG EMG_RF,-0.000261,0.000172,-0.000122,1.9e-05,0.000124
3.edf,test,EEG AF7,-0.000121,0.000317,-0.0,3.2e-05,3.2e-05
3.edf,test,EEG AF3,-7.4e-05,0.000186,0.0,1.9e-05,1.9e-05
3.edf,test,EEG AF4,-8e-05,0.000168,-3e-06,1.7e-05,1.7e-05
3.edf,test,EEG AF8,1.3e-05,0.000349,9.7e-05,2.2e-05,0.0001
3.edf,test,EEG F5,-0.000113,8.1e-05,-5.5e-05,1.5e-05,5.7e-05
3.edf,test,EEG F1,-8.5e-05,6e-05,-3.9e-05,1.1e-05,4e-05
3.edf,test,EEG F2,4.4e-05,0.000177,8.2e-05,9e-06,8.3e-05
3.edf,test,EEG F6,-9.7e-05,8.1e-05,-4.2e-05,1.1e-05,4.3e-05
3.edf,test,EEG FC3,-7.5e-05,1e-05,-3.9e-05,7e-06,3.9e-05
3.edf,test,EEG FCz,-4.7e-05,2.7e-05,-2.1e-05,6e-06,2.1e-05
3.edf,test,EEG FC4,-1.9e-05,6.3e-05,9e-06,6e-06,1.1e-05
3.edf,test,EEG C5,-0.000112,-1.2e-05,-6.4e-05,9e-06,6.5e-05
3.edf,test,EEG C1,-5.9e-05,-3.3e-05,-4.5e-05,3e-06,4.5e-05
3.edf,test,EEG C2,-6.3e-05,-3.7e-05,-5e-05,3e-06,5e-05
3.edf,test,EEG C6,-8.8e-05,-1.1e-05,-5e-05,7e-06,5e-05
3.edf,test,EEG CP3,-7.8e-05,-1e-06,-3.6e-05,7e-06,3.7e-05
3.edf,test,EEG CPz,0.000191,0.000241,0.00022,5e-06,0.00022
3.edf,test,EEG CP4,0.000178,0.00021,0.000195,3e-06,0.000195
3.edf,test,EEG P5,-5.4e-05,6e-05,1e-05,1.1e-05,1.5e-05
3.edf,test,EEG P1,0.000166,0.000251,0.000215,9e-06,0.000215
3.edf,test,EEG P2,0.000183,0.000257,0.000227,8e-06,0.000227
3.edf,test,EEG P6,0.000117,0.000226,0.00018,1e-05,0.000181
3.edf,test,EEG PO5,0.000142,0.000271,0.000216,1.2e-05,0.000216
3.edf,test,EEG PO3,0.000156,0.00027,0.000222,1.1e-05,0.000222
3.edf,test,EEG PO4,0.000129,0.000235,0.000193,1e-05,0.000193
3.edf,test,EEG PO6,0.000128,0.000244,0.000197,1.1e-05,0.000197
3.edf,test,EEG FT7,0.000147,0.000279,0.000215,1.1e-05,0.000216
3.edf,test,EEG FT8,0.000137,0.000264,0.000196,1e-05,0.000196
3.edf,test,EEG TP7,4.8e-05,0.00031,0.000233,1.8e-05,0.000233
3.edf,test,EEG TP8,0.000166,0.00029,0.000232,1.2e-05,0.000232
3.edf,test,EEG PO7,0.000129,0.000309,0.000212,1.3e-05,0.000213
3.edf,test,EEG PO8,0.000124,0.000253,0.000202,1.2e-05,0.000203
3.edf,test,EEG FT9,-1.2e-05,0.000181,0.000109,1.4e-05,0.00011
3.edf,test,EEG FT10,5.1e-05,0.00018,0.000111,1.3e-05,0.000112
3.edf,test,EEG TPP9h,-0.000166,8.5e-05,-3.3e-05,1.7e-05,3.7e-05
3.edf,test,EEG TPP10h,2.7e-05,0.000168,0.00011,1.3e-05,0.000111
3.edf,test,EEG PO9,-7.4e-05,0.0002,0.00012,1.5e-05,0.000121
3.edf,test,EEG PO10,-0.000181,-1.2e-05,-7.5e-05,1.3e-05,7.7e-05
3.edf,test,EEG P9,-0.000112,0.000207,0.000109,1.6e-05,0.00011
3.edf,test,EEG P10,-1.1e-05,0.000167,9.7e-05,1.4e-05,9.8e-05
3.edf,test,EEG AFF1,5.5e-05,0.000235,0.000109,1.4e-05,0.000109
3.edf,test,EEG AFz,-0.000128,0.000128,-5.2e-05,1.9e-05,5.5e-05
3.edf,test,EEG AFF2,1.7e-05,0.000194,7.2e-05,1.3e-05,7.4e-05
3.edf,test,EEG FFC5h,-9.8e-05,2.9e-05,-5.4e-05,1e-05,5.4e-05
3.edf,test,EEG FFC3h,-8.5e-05,2.1e-05,-5e-05,8e-06,5.1e-05
3.edf,test,EEG FFC4h,5e-05,0.000153,8.1e-05,7e-06,8.2e-05
3.edf,test,EEG FFC6h,-9.7e-05,2.7e-05,-6e-05,9e-06,6.1e-05
3.edf,test,EEG FCC5h,4.9e-05,0.000131,9.1e-05,7e-06,9.1e-05
3.edf,test,EEG FCC3h,0.000165,0.000215,0.000189,5e-06,0.000189
3.edf,test,EEG FCC4h,0.000137,0.000189,0.00016,4e-06,0.00016
3.edf,test,EEG FCC6h,4.6e-05,0.000115,7.7e-05,6e-06,7.7e-05
3.edf,test,EEG CCP5h,0.000128,0.000209,0.000172,8e-06,0.000173
3.edf,test,EEG CCP3h,0.000135,0.000185,0.000162,5e-06,0.000162
3.edf,test,EEG CCP4h,0.000152,0.000201,0.000178,5e-06,0.000178
3.edf,test,EEG CCP6h,0.000174,0.000245,0.000209,7e-06,0.000209
3.edf,test,EEG CPP5h,0.000131,0.000227,0.000185,9e-06,0.000185
3.edf,test,EEG CPP3h,0.00013,0.000211,0.000175,8e-06,0.000176
3.edf,test,EEG CPP4h,0.000151,0.000217,0.000189,7e-06,0.000189
3.edf,test,EEG CPP6h,0.000106,0.000192,0.000154,8e-06,0.000154
3.edf,test,EEG PPO1,0.00011,0.000199,0.000163,1e-05,0.000163
3.edf,test,EEG PPO2,0.000125,0.000211,0.000177,9e-06,0.000177
3.edf,test,EEG I1,7.1e-05,0.00035,0.000206,1.5e-05,0.000207
3.edf,test,EEG Iz,0.000101,0.000256,0.000184,1.4e-05,0.000185
3.edf,test,EEG I2,6.8e-05,0.000215,0.000152,1.4e-05,0.000153
3.edf,test,EEG AFp3h,-0.000238,0.000104,-0.000138,2.5e-05,0.00014
3.edf,test,EEG AFp4h,-0.000247,8.1e-05,-0.000155,2.4e-05,0.000157
3.edf,test,EEG AFF5h,-0.00019,6e-05,-0.000116,1.8e-05,0.000118
3.edf,test,EEG AFF6h,-0.000165,4.6e-05,-0.000106,1.4e-05,0.000107
3.edf,test,EEG FFT7h,-0.000192,-3.5e-05,-0.000125,1.1e-05,0.000126
3.edf,test,EEG FFC1h,-0.000162,-5.4e-05,-0.000127,8e-06,0.000127
3.edf,test,EEG FFC2h,-8.5e-05,1.7e-05,-5.4e-05,8e-06,5.5e-05
3.edf,test,EEG FFT8h,-0.000178,-3.8e-05,-0.000132,1e-05,0.000132
3.edf,test,EEG FTT9h,-0.00021,-4.7e-05,-0.000124,1.3e-05,0.000124
3.edf,test,EEG FTT7h,-0.000184,-6.4e-05,-0.000126,1e-05,0.000126
3.edf,test,EEG FCC1h,-0.000128,-9.2e-05,-0.000114,3e-06,0.000114
3.edf,test,EEG FCC2h,-0.000148,-0.000114,-0.000136,3e-06,0.000136
3.edf,test,EEG FTT8h,-0.000173,-5.3e-05,-0.00012,1e-05,0.00012
3.edf,test,EEG FTT10h,-0.000211,-7.9e-05,-0.000138,1.3e-05,0.000139
3.edf,test,EEG TTP7h,-0.000179,-5e-05,-0.000116,1.2e-05,0.000116
3.edf,test,EEG CCP1h,-0.00011,-8e-05,-9.3e-05,3e-06,9.3e-05
3.edf,test,EEG CCP2h,0.000204,0.000236,0.000223,3e-06,0.000223
3.edf,test,EEG TTP8h,0.000178,0.000275,0.000228,9e-06,0.000229
3.edf,test,EEG TPP7h,-9.9e-05,3.5e-05,-2.8e-05,1.2e-05,3e-05
3.edf,test,EEG CPP1h,0.000156,0.000222,0.000194,7e-06,0.000194
3.edf,test,EEG CPP2h,0.000165,0.000232,0.000204,7e-06,0.000205
3.edf,test,EEG TPP8h,0.000133,0.000244,0.000195,1.1e-05,0.000195
3.edf,test,EEG PPO9h,8.9e-05,0.000327,0.000221,1.4e-05,0.000222
3.edf,test,EEG PPO5h,0.000142,0.000252,0.000206,1.1e-05,0.000206
